date,price,open,high,low,volume,change_percent
Apr 29 2001,59.25,50.85,63.71,50.57,139.90M,17.65%
Apr 22 2001,50.36,59.14,61.76,49.61,137.37M,-14.93%
Apr 15 2001,59.20,43.79,63.74,43.03,208.93M,33.45%
Apr 08 2001,44.36,61.23,63.53,41.87,172.42M,-28.98%
Apr 01 2001,62.46,62.97,65.54,58.24,122.00M,-1.34%
Mar 25 2001,63.31,64.41,76.35,62.96,151.81M,-3.06%
Mar 18 2001,65.31,71.81,73.64,62.01,138.44M,-10.36%
Mar 11 2001,72.86,75.19,77.43,58.37,153.10M,-4.28%
Mar 04 2001,76.12,75.98,82.32,71.47,216.88M,-1.01%
Feb 25 2001,76.90,87.43,98.44,76.04,307.35M,-11.77%
Feb 18 2001,87.16,96.74,98.32,86.12,220.17M,-10.68%
Feb 11 2001,97.58,99.25,101.42,96.74,148.18M,-2.04%
Feb 04 2001,99.61,105.96,105.96,98.46,146.04M,-6.38%
Jan 28 2001,106.40,104.66,107.58,100.22,168.55M,1.12%
Jan 21 2001,105.22,105.34,107.35,103.10,150.57M,0.55%
Jan 14 2001,104.64,90.30,105.33,90.22,294.65M,16.37%
Jan 07 2001,89.92,97.85,98.36,85.62,393.18M,-9.11%
Dec 31 2000,98.93,88.44,99.20,85.01,332.01M,12.08%
Dec 24 2000,88.27,89.53,91.08,84.05,338.29M,-2.03%
Dec 17 2000,90.10,110.17,110.66,89.60,295.54M,-19.30%
Dec 10 2000,111.65,114.64,124.67,111.19,204.39M,-2.57%
Dec 03 2000,114.59,113.32,117.82,109.78,177.60M,1.42%
Nov 26 2000,112.99,116.24,117.66,109.31,192.48M,-2.27%
Nov 19 2000,115.62,119.06,120.56,113.43,145.32M,-2.33%
Nov 12 2000,118.38,119.83,121.69,113.40,165.39M,-1.32%
Nov 05 2000,119.96,117.34,124.58,116.35,190.03M,2.22%
Oct 29 2000,117.35,112.22,117.96,108.15,153.51M,5.12%
Oct 22 2000,111.63,110.30,113.01,104.18,175.06M,1.08%
Oct 15 2000,110.44,101.68,111.46,94.87,325.56M,9.31%
Oct 08 2000,101.03,116.27,116.87,100.46,292.53M,-13.50%
Oct 01 2000,116.80,113.56,119.76,110.84,194.24M,2.35%
Sep 24 2000,114.12,113.62,118.59,108.92,175.88M,4.54%
Sep 17 2000,109.16,131.03,131.03,108.13,201.70M,-17.14%
Sep 10 2000,131.74,133.32,138.73,129.62,304.19M,-0.98%
Sep 03 2000,133.05,130.22,134.87,127.45,179.89M,3.07%
Aug 27 2000,129.09,126.19,131.31,118.92,175.71M,2.10%
Aug 20 2000,126.44,124.00,133.37,120.93,184.35M,2.32%
Aug 13 2000,123.57,113.09,124.25,111.17,172.07M,10.16%
Aug 06 2000,112.17,98.74,121.54,97.98,232.95M,14.39%
Jul 30 2000,98.06,106.19,107.11,96.98,144.60M,-7.60%
Jul 23 2000,106.12,112.58,113.15,98.47,201.35M,-6.86%
Jul 16 2000,113.93,120.14,121.23,109.79,146.30M,-5.41%
Jul 09 2000,120.45,131.93,132.70,119.07,154.07M,-8.46%
Jul 02 2000,131.58,130.07,136.61,129.76,89.37M,2.13%
Jun 25 2000,128.83,127.12,134.08,121.70,81.85M,0.62%
Jun 18 2000,128.04,130.22,138.75,126.59,135.81M,-1.57%
Jun 11 2000,130.08,121.31,131.62,115.51,129.62M,5.75%
Jun 04 2000,123.01,117.82,130.81,117.82,137.74M,5.32%
May 28 2000,116.80,91.65,119.21,86.51,140.81M,26.03%
May 21 2000,92.68,97.01,97.94,85.65,171.44M,-7.40%
May 14 2000,100.09,105.49,114.92,93.81,150.44M,-5.90%
May 07 2000,106.36,133.31,135.49,104.68,167.67M,-19.90%
Apr 30 2000,132.79,127.90,135.33,107.55,114.41M,5.46%
Apr 23 2000,125.91,120.89,131.58,105.13,82.08M,6.82%
Apr 16 2000,117.87,132.22,136.41,103.42,77.45M,-17.99%
Apr 09 2000,143.72,152.17,164.34,140.31,47.09M,2.01%
Apr 02 2000,140.89,131.79,140.89,109.31,62.78M,1.32%
Mar 26 2000,139.06,162.78,170.51,139.00,39.28M,-17.12%
Mar 19 2000,167.79,142.54,178.90,131.94,50.74M,18.04%
Mar 12 2000,142.15,181.38,189.11,140.81,37.89M,-21.39%
Mar 05 2000,180.83,185.09,215.98,163.71,45.89M,5.47%
Feb 27 2000,171.45,137.97,171.45,128.18,33.25M,23.06%
Feb 20 2000,139.32,152.70,162.78,137.20,54.95M,-8.90%
Feb 13 2000,152.93,166.52,167.43,149.37,58.33M,-0.81%
Feb 06 2000,154.18,122.45,154.18,122.45,63.36M,25.94%
Jan 30 2000,122.42,116.82,123.24,110.49,50.35M,3.75%
Jan 23 2000,118.00,105.42,119.35,103.87,75.96M,13.44%
Jan 16 2000,104.02,94.56,105.34,87.78,98.94M,10.21%
Jan 09 2000,94.38,101.74,109.88,86.84,107.96M,-7.23%
Jan 02 2000,101.74,121.11,130.80,101.74,40.39M,-9.27%
